GO-Elite ORA Results
File:
Table:
colors:
10/23/2023
Homo sapiens
Pvalues = true
Calculation Summary:
59 Ensembl source identifiers supplied in the input file:pink_Module.txt
59 source identifiers meeting the filter linked to a Ensembl ID.
18 genes meeting the criterion linked to a term.
1739 source identifiers in this dataset.
1739 source identifiers linked to a Ensembl ID.
762 Genes linked to a term.
The z score is based on an N of 762 and a R of 18 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
EBV LMP1 signaling:WP262	0	2	23	0.0	8.69565217391	-0.220115342507	1.0	1.0
Drug Induction of Bile Acid Pathway:WP2289	0	2	18	0.0	11.1111111111	-0.220115342507	1.0	1.0
Dopaminergic Neurogenesis:WP2855	0	2	30	0.0	6.66666666667	-0.220115342507	1.0	1.0
Constitutive Androstane Receptor Pathway:WP2875	0	2	32	0.0	6.25	-0.220115342507	1.0	1.0
Apoptosis Modulation and Signaling:WP1772	0	2	16	0.0	12.5	-0.220115342507	1.0	1.0
TWEAK Signaling Pathway:WP2036	0	3	40	0.0	7.5	-0.269762670709	1.0	1.0
Sulfation Biotransformation Reaction:WP692	0	3	17	0.0	17.6470588235	-0.269762670709	1.0	1.0
Serotonin Transporter Activity:WP1455	0	3	11	0.0	27.2727272727	-0.269762670709	1.0	1.0
Selenium Metabolism and Selenoproteins:WP28	0	3	35	0.0	8.57142857143	-0.269762670709	1.0	1.0
Retinoblastoma (RB) in Cancer:WP2446	0	3	93	0.0	3.22580645161	-0.269762670709	1.0	1.0
RalA downstream regulated genes:WP2290	0	3	13	0.0	23.0769230769	-0.269762670709	1.0	1.0
Phase I biotransformations, non P450:WP136	0	3	8	0.0	37.5	-0.269762670709	1.0	1.0
Osteoblast Signaling:WP322	0	3	14	0.0	21.4285714286	-0.269762670709	1.0	1.0
Non-homologous end joining:WP438	0	3	7	0.0	42.8571428571	-0.269762670709	1.0	1.0
NOTCH1 regulation of human endothelial cell calcification:WP3413	0	3	17	0.0	17.6470588235	-0.269762670709	1.0	1.0
Mesodermal Commitment Pathway:WP2857	0	3	76	0.0	3.94736842105	-0.269762670709	1.0	1.0
MFAP5-mediated ovarian cancer cell motility and invasiveness:WP3301	0	3	12	0.0	25.0	-0.269762670709	1.0	1.0
Iron metabolism in placenta:WP2007	0	3	12	0.0	25.0	-0.269762670709	1.0	1.0
Initiation of transcription and translation elongation at the HIV-1 LTR:WP3414	0	3	31	0.0	9.67741935484	-0.269762670709	1.0	1.0
IL17 signaling pathway:WP2112	0	3	31	0.0	9.67741935484	-0.269762670709	1.0	1.0
IL1 and megakaryotyces in obesity:WP2865	0	3	25	0.0	12.0	-0.269762670709	1.0	1.0
Heart Development:WP1591	0	3	48	0.0	6.25	-0.269762670709	1.0	1.0
Hair Follicle Development: Induction (Part 1 of 3):WP2804	0	3	44	0.0	6.81818181818	-0.269762670709	1.0	1.0
Gastric cancer network 2:WP2363	0	3	35	0.0	8.57142857143	-0.269762670709	1.0	1.0
Fluoropyrimidine Activity:WP1601	0	3	34	0.0	8.82352941176	-0.269762670709	1.0	1.0
Estrogen metabolism:WP697	0	3	15	0.0	20.0	-0.269762670709	1.0	1.0
Differentiation Pathway:WP2848	0	3	49	0.0	6.12244897959	-0.269762670709	1.0	1.0
