Ensembl	symbol	GeneOntology
ENSG00000123131	PRDX4	GO:0008285
ENSG00000063046	EIF4B	GO:0008286
ENSG00000113721	PDGFRB	GO:0055003
ENSG00000137642	SORL1	GO:0008283
ENSG00000113721	PDGFRB	GO:0008283
ENSG00000123384	LRP1	GO:0008283
ENSG00000146648	EGFR	GO:0008283
ENSG00000138279	ANXA7	GO:0008283
ENSG00000169896	ITGAM	GO:0008283
ENSG00000120708	TGFBI	GO:0008283
ENSG00000079246	XRCC5	GO:0008283
ENSG00000105974	CAV1	GO:0008289
ENSG00000138279	ANXA7	GO:0008289
ENSG00000166426	CRABP1	GO:0008289
ENSG00000124126	PREX1	GO:0008289
ENSG00000141458	NPC1	GO:0008289
ENSG00000138119	MYOF	GO:0008289
ENSG00000182718	ANXA2	GO:0008289
ENSG00000154096	THY1	GO:0008289
ENSG00000146648	EGFR	GO:0051015
ENSG00000196535	MYO18A	GO:0051015
ENSG00000196419	XRCC6	GO:0006974
ENSG00000104419	NDRG1	GO:0006974
ENSG00000079246	XRCC5	GO:0006974
ENSG00000183715	OPCML	GO:0001653
ENSG00000117118	SDHB	GO:0048037
ENSG00000138029	HADHB	GO:0048037
ENSG00000101444	AHCY	GO:0048037
ENSG00000100243	CYB5R3	GO:0048037
ENSG00000158864	NDUFS2	GO:0048037
ENSG00000167792	NDUFV1	GO:0048037
ENSG00000073578	SDHA	GO:0048037
ENSG00000189221	MAOA	GO:0048037
ENSG00000139180	NDUFA9	GO:0048037
ENSG00000105953	OGDH	GO:0048037
