GO-Elite ORA Results
File:
Table:
Database: Based on OBO-Database version: 6/14/2011
colors:
11/7/2023
Homo sapiens
Pvalues = true
Calculation Summary:
768 Ensembl source identifiers supplied in the input file:brown_Module.txt
768 source identifiers meeting the filter linked to a Ensembl ID.
761 genes meeting the criterion linked to a term.
1741 source identifiers in this dataset.
1741 source identifiers linked to a Ensembl ID.
1732 Genes linked to a term.
The z score is based on an N of 1732 and a R of 761 distinct genes in all terms.

Ontology-ID	Ontology Name	Ontology Type	Number Changed	Number Measured	Number in Ontology	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
GO:0060627	regulation of vesicle-mediated transport	biological_process	46	81	295	56.7901234568	27.4576271186	2.38643911049	0.024	0.455764705882
GO:0008104	protein localization	biological_process	162	325	1595	49.8461538462	20.3761755486	2.38049376616	0.024	0.455764705882
GO:0006996	organelle organization	biological_process	149	297	2108	50.1683501684	14.0891840607	2.37620551536	0.0095	0.252767857143
GO:0032991	macromolecular complex	cellular_component	319	672	5062	47.4702380952	13.2753852232	2.35787011955	0.022	0.426993987976
GO:0007166	cell surface receptor signaling pathway	biological_process	151	302	3152	50.0	9.58121827411	2.33545413303	0.024	0.455764705882
GO:0033036	macromolecule localization	biological_process	162	326	1605	49.6932515337	20.3115264798	2.32328112746	0.028	0.503116883117
GO:0080135	regulation of cellular response to stress	biological_process	32	54	407	59.2592592593	13.2678132678	2.30409256668	0.023	0.441099009901
GO:0046148	pigment biosynthetic process	biological_process	8	10	56	80.0	17.8571428571	2.30373222286	0.0255	0.474025911708
GO:0030118	clathrin coat	cellular_component	8	10	16	80.0	62.5	2.30373222286	0.016	0.346666666667
GO:0016877	ligase activity, forming carbon-sulfur bonds	molecular_function	8	10	39	80.0	25.641025641	2.30373222286	0.022	0.426993987976
GO:0008536	Ran GTPase binding	molecular_function	8	10	26	80.0	38.4615384615	2.30373222286	0.0225	0.43495508982
GO:0005246	calcium channel regulator activity	molecular_function	8	10	30	80.0	33.3333333333	2.30373222286	0.024	0.455764705882
GO:0000922	spindle pole	cellular_component	8	10	100	80.0	10.0	2.30373222286	0.021	0.415071428571
GO:0042440	pigment metabolic process	biological_process	11	15	71	73.3333333333	21.1267605634	2.30323687011	0.0375	0.583902733119
GO:0018212	peptidyl-tyrosine modification	biological_process	11	15	165	73.3333333333	9.09090909091	2.30323687011	0.031	0.540963963964
GO:0018108	peptidyl-tyrosine phosphorylation	biological_process	11	15	163	73.3333333333	9.20245398773	2.30323687011	0.031	0.540963963964
GO:0000151	ubiquitin ligase complex	cellular_component	11	15	189	73.3333333333	7.93650793651	2.30323687011	0.0395	0.598681533646
GO:0050804	regulation of synaptic transmission	biological_process	35	60	228	58.3333333333	26.3157894737	2.28604314348	0.025	0.469234496124
GO:0071902	positive regulation of protein serine/threonine kinase activity	biological_process	22	35	265	62.8571428571	13.2075471698	2.27770355693	0.028	0.503116883117
GO:0043405	regulation of MAP kinase activity	biological_process	22	35	284	62.8571428571	12.323943662	2.27770355693	0.028	0.503116883117
GO:0006836	neurotransmitter transport	biological_process	22	35	100	62.8571428571	35.0	2.27770355693	0.0325	0.552214912281
GO:0022890	inorganic cation transmembrane transporter activity	molecular_function	38	66	540	57.5757575758	12.2222222222	2.27553353136	0.0255	0.474025911708
GO:0002764	immune response-regulating signaling pathway	biological_process	42	74	483	56.7567567568	15.3209109731	2.27026226734	0.03	0.529234972678
