Ensembl ID	RefSeq_mRNA_predicted ID
ENSG00000147573	NM_184085
ENSG00000147573	NM_184086
ENSG00000147573	NM_184087
ENSG00000147573	XM_005251316
ENSG00000147573	XM_006716482
ENSG00000147576	NM_144650
ENSG00000147586	NM_014018
ENSG00000147588	NM_002677
ENSG00000147592	NM_016027
ENSG00000147596	NM_024504
ENSG00000147601	NM_003218
ENSG00000147601	NM_017489
ENSG00000147604	NM_000971
ENSG00000147604	XM_006716463
ENSG00000147606	NM_001282356
ENSG00000147606	NM_001282357
ENSG00000147606	NM_052832
ENSG00000147606	NM_134266
ENSG00000147613	NM_033126
ENSG00000147614	NM_152565
ENSG00000147642	NM_001099743
ENSG00000147642	NM_001099744
ENSG00000147642	NM_001099745
ENSG00000147642	NM_001099746
ENSG00000147642	NM_001099747
ENSG00000147642	NM_001099748
ENSG00000147642	NM_001099749
ENSG00000147642	NM_001099750
ENSG00000147642	NM_001099751
ENSG00000147642	NM_001099752
ENSG00000147642	NM_001099753
ENSG00000147642	NM_001099754
ENSG00000147642	NM_001099755
ENSG00000147642	NM_001099756
ENSG00000147642	NM_017786
ENSG00000147642	XM_005250999
ENSG00000147642	XM_005251000
ENSG00000147642	XM_006716600
ENSG00000147642	XM_006716601
ENSG00000147647	NM_001385
ENSG00000147647	XM_005250819
ENSG00000147649	NM_178812
ENSG00000147649	XM_005251100
ENSG00000147650	NM_001135703
ENSG00000147650	NM_013437
ENSG00000147654	NM_001278938
ENSG00000147654	NM_004215
ENSG00000147654	NM_198120
ENSG00000147655	NM_001282863
ENSG00000147655	NM_178565
ENSG00000147655	XM_005250906
ENSG00000147655	XM_005250907
ENSG00000147669	NM_005034
ENSG00000147676	NM_052886
ENSG00000147677	NM_003756
ENSG00000147679	NM_032334
ENSG00000147679	XM_005251080
ENSG00000147684	NM_001278645
ENSG00000147684	NM_001278646
ENSG00000147684	NM_005005
ENSG00000147687	NM_001146160
ENSG00000147687	NM_032026
ENSG00000147687	XM_006716665
ENSG00000147687	XM_006716666
ENSG00000147687	XM_006716670
ENSG00000147689	NM_001288587
ENSG00000147689	NM_032899
ENSG00000147689	NM_207006
ENSG00000147697	NM_031415
ENSG00000147724	NM_015912
ENSG00000147724	XM_005250928
ENSG00000147724	XM_006716571
ENSG00000147753	NR_001534
ENSG00000147761	NR_003592
ENSG00000147789	NM_001282795
ENSG00000147789	NM_001282796
ENSG00000147789	NM_001282797
ENSG00000147789	NM_003416
ENSG00000147789	XM_005272334
ENSG00000147789	XM_006716653
ENSG00000147789	XM_006716654
ENSG00000147789	XM_006716655
ENSG00000147789	XM_006716656
ENSG00000147799	NM_025251
ENSG00000147799	XM_005272344
ENSG00000147799	XM_006716661
ENSG00000147804	NM_001280557
ENSG00000147804	NM_017767
ENSG00000147804	NM_130849
ENSG00000147813	NM_001286829
ENSG00000147813	NM_145201
ENSG00000147852	NM_001018056
ENSG00000147852	NM_003383
ENSG00000147852	XM_006716864
ENSG00000147852	XM_006716865
ENSG00000147853	NM_001199852
ENSG00000147853	NM_001199853
ENSG00000147853	NM_001199855
ENSG00000147853	NM_001199856
ENSG00000147853	NM_016282
ENSG00000147854	NM_152896
ENSG00000147862	NM_001190737
ENSG00000147862	NM_001190738
ENSG00000147862	NM_001282787
ENSG00000147862	NM_005596
ENSG00000147862	XM_005251469
ENSG00000147869	NM_005454
ENSG00000147872	NM_001122
ENSG00000147873	NM_002169
ENSG00000147874	NM_001270890
ENSG00000147874	NM_017645
ENSG00000147883	NM_004936
ENSG00000147883	NM_078487
ENSG00000147885	NM_002173
ENSG00000147889	NM_000077
ENSG00000147889	NM_001195132
ENSG00000147889	NM_058195
ENSG00000147889	XM_005251343
ENSG00000147894	NM_001256054
ENSG00000147894	NM_018325
ENSG00000147894	NM_145005
ENSG00000147894	XM_006716739
ENSG00000147896	NM_020124
ENSG00000147905	NM_001289119
ENSG00000147905	NM_001289120
ENSG00000147905	NM_001289121
ENSG00000147905	NM_032226
ENSG00000147905	NR_110317
ENSG00000147905	XM_005251608
ENSG00000147905	XM_005251609
ENSG00000147905	XM_005251611
ENSG00000147905	XM_005251612
ENSG00000147912	NM_012166
ENSG00000147912	XM_005251439
ENSG00000147912	XM_006716754
ENSG00000147955	NM_001282205
ENSG00000147955	NM_001282206
ENSG00000147955	NM_001282207
ENSG00000147955	NM_001282208
ENSG00000147955	NM_005866
ENSG00000147955	NM_147157
ENSG00000147996	NM_001024916
ENSG00000147996	NM_001286835
ENSG00000147996	NM_001286836
ENSG00000147996	NM_001291821
ENSG00000147996	NR_104600
ENSG00000147996	XM_005251513
ENSG00000147996	XM_005272748
ENSG00000147996	XM_005272750
ENSG00000147996	XM_006716848
ENSG00000147996	XM_006726500
ENSG00000147996	XR_249193
ENSG00000148019	NM_001098802
ENSG00000148019	NM_032171
ENSG00000148019	XM_005252263
ENSG00000148019	XM_005252265
ENSG00000148053	NM_001007097
ENSG00000148053	NM_001018064
ENSG00000148053	NM_001018065
ENSG00000148053	NM_001018066
ENSG00000148053	NM_006180
ENSG00000148053	XM_005252001
ENSG00000148053	XM_005252003
ENSG00000148053	XM_005252004
ENSG00000148053	XM_005252006
ENSG00000148053	XM_005252007
ENSG00000148057	NM_001001551
ENSG00000148057	NM_001256915
ENSG00000148082	NM_016848
ENSG00000148090	NM_001698
ENSG00000148090	XM_005252068
ENSG00000148090	XM_005252073
ENSG00000148110	NM_032558
ENSG00000148110	XM_005252277
ENSG00000148120	NM_001193329
ENSG00000148120	NM_001193331
ENSG00000148120	NM_032823
ENSG00000148120	XM_006717306
ENSG00000148120	XM_006717307
ENSG00000148123	NM_017753
ENSG00000148123	NM_207299
ENSG00000148136	NM_001001919
ENSG00000148143	NM_021224
ENSG00000148143	XM_006717216
ENSG00000148153	NM_021218
ENSG00000148153	XM_006717208
ENSG00000148154	NM_003358
ENSG00000148156	NM_006686
ENSG00000148158	NM_001012994
ENSG00000148158	XM_005251986
ENSG00000148175	NM_001270526
ENSG00000148175	NM_001270527
ENSG00000148175	NM_004099
ENSG00000148175	NM_198194
ENSG00000148180	NM_000177
ENSG00000148180	NM_001127662
ENSG00000148180	NM_001127663
ENSG00000148180	NM_001127664
ENSG00000148180	NM_001127665
ENSG00000148180	NM_001127666
ENSG00000148180	NM_001127667
ENSG00000148180	NM_001258029
ENSG00000148180	NM_001258030
ENSG00000148180	NM_198252
ENSG00000148180	XM_005251940
ENSG00000148180	XM_005251943
ENSG00000148180	XM_005251944
ENSG00000148180	XM_005251945
ENSG00000148180	XM_006717075
ENSG00000148180	XM_006717076
ENSG00000148180	XM_006717077
ENSG00000148180	XM_006717078
ENSG00000148180	XM_006717079
ENSG00000148187	NM_001173512
ENSG00000148187	NM_138777
ENSG00000148187	NM_199177
ENSG00000148187	XM_006717318
ENSG00000148200	NM_001278546
ENSG00000148200	NM_001489
ENSG00000148200	NM_033334
ENSG00000148200	XM_005251917
ENSG00000148200	XM_005251918
ENSG00000148204	NM_173689
ENSG00000148204	XM_005251934
ENSG00000148215	NM_001001923
ENSG00000148218	NM_000031
ENSG00000148218	XM_005251799
ENSG00000148219	NM_001184734
ENSG00000148219	NM_001184735
ENSG00000148219	NM_014010
ENSG00000148219	NM_198186
ENSG00000148219	NM_198187
ENSG00000148219	NM_198188
ENSG00000148225	NM_001012361
ENSG00000148225	NM_145241
ENSG00000148225	XM_005251690
ENSG00000148229	NM_001278255
ENSG00000148229	NM_017443
ENSG00000148248	NM_001280788
ENSG00000148248	NM_001280789
ENSG00000148248	NM_001280790
ENSG00000148248	NM_001280791
ENSG00000148248	NM_001280792
ENSG00000148248	NM_033161
ENSG00000148248	XM_006717257
ENSG00000148288	NM_001282629
ENSG00000148288	NM_001282632
ENSG00000148288	NM_001288572
ENSG00000148288	NM_001288573
ENSG00000148288	NM_021996
ENSG00000148290	NM_001280787
ENSG00000148290	NM_003172
ENSG00000148290	XM_006717256
ENSG00000148291	NM_001278928
ENSG00000148291	NM_017503
ENSG00000148296	NM_001278942
ENSG00000148296	NM_006753
ENSG00000148297	NM_133640
ENSG00000148297	NM_181491
ENSG00000148300	NM_001279349
ENSG00000148300	NM_001279350
ENSG00000148300	NM_001279351
ENSG00000148300	NM_020385
ENSG00000148300	NR_103996
ENSG00000148303	NM_000972
ENSG00000148303	NR_000017
ENSG00000148303	NR_002447
ENSG00000148303	NR_002448
ENSG00000148308	NM_001122823
ENSG00000148308	NM_001286709
ENSG00000148308	NM_012087
ENSG00000148331	NM_001202403
ENSG00000148331	NM_017873
ENSG00000148331	NM_177999
ENSG00000148334	NM_001256335
ENSG00000148334	NM_025072
ENSG00000148334	NM_198938
ENSG00000148335	NM_001286796
ENSG00000148335	NM_001286797
ENSG00000148335	NM_001286798
ENSG00000148335	NM_001286799
ENSG00000148335	NM_001286800
ENSG00000148335	NM_001286801
ENSG00000148335	NM_001286802
ENSG00000148335	NM_001286803
ENSG00000148335	NM_014064
ENSG00000148337	NM_001131015
ENSG00000148337	NM_001131016
ENSG00000148337	NM_001131017
ENSG00000148337	NM_001131018
ENSG00000148337	NM_001257975
ENSG00000148337	NM_001257976
ENSG00000148337	NM_012127
ENSG00000148337	XM_005251886
ENSG00000148337	XM_005251887
ENSG00000148337	XM_005251888
ENSG00000148337	XM_005251890
ENSG00000148337	XM_005251891
ENSG00000148337	XM_005251892
ENSG00000148337	XM_005251893
ENSG00000148337	XM_006717039
ENSG00000148339	NM_001006641
ENSG00000148339	NM_001006642
ENSG00000148339	NM_001265614
ENSG00000148339	NM_052901
ENSG00000148339	XM_005251688
ENSG00000148339	XM_006716948
ENSG00000148339	XM_006716949
ENSG00000148341	NM_001287045
ENSG00000148341	NM_001287046
ENSG00000148341	NM_020145
ENSG00000148341	XM_005252098
ENSG00000148341	XM_005252100
ENSG00000148341	XM_006717191
ENSG00000148343	NM_032809
ENSG00000148343	XM_005252282
ENSG00000148344	NM_004878
ENSG00000148346	NM_005564
ENSG00000148356	NM_001005373
ENSG00000148356	NM_001005374
ENSG00000148356	NM_001190723
ENSG00000148356	NM_138361
ENSG00000148357	XM_006726506
ENSG00000148358	NM_001136557
ENSG00000148358	NM_001136558
ENSG00000148358	NM_001287346
ENSG00000148358	NM_020960
ENSG00000148362	NM_183241
ENSG00000148377	NM_033261
ENSG00000148384	NM_019892
ENSG00000148384	XM_005266094
ENSG00000148386	NM_001001676
ENSG00000148386	XM_006717106
ENSG00000148396	NM_001276418
ENSG00000148396	NM_014866
ENSG00000148396	XM_005266132
ENSG00000148396	XM_005266136
ENSG00000148399	NM_138778
ENSG00000148400	NM_017617
ENSG00000148408	NM_000718
ENSG00000148408	NM_001243812
ENSG00000148411	NM_144653
ENSG00000148426	NM_153256
ENSG00000148426	XM_005252440
ENSG00000148429	NM_001080491
ENSG00000148429	NM_014688
ENSG00000148429	NR_125732
ENSG00000148429	XM_006717542
ENSG00000148429	XR_109008
ENSG00000148429	XR_171839
ENSG00000148429	XR_247492
ENSG00000148444	NM_012071
ENSG00000148450	NM_012228
ENSG00000148459	NM_014317
ENSG00000148468	NM_001010924
ENSG00000148481	NM_024948
ENSG00000148481	XM_005252598
ENSG00000148482	NM_001145195
ENSG00000148482	NM_001282733
ENSG00000148482	NM_001282734
ENSG00000148482	NM_152725
ENSG00000148483	NM_001098844
ENSG00000148484	NM_012425
ENSG00000148484	NM_152724
ENSG00000148488	NM_001004470
ENSG00000148498	NM_001184785
ENSG00000148498	NM_001184786
ENSG00000148498	NM_001184787
ENSG00000148498	NM_001184788
ENSG00000148498	NM_001184789
ENSG00000148498	NM_001184790
ENSG00000148498	NM_001184791
ENSG00000148498	NM_001184792
ENSG00000148498	NM_001184793
ENSG00000148498	NM_001184794
ENSG00000148498	NM_019619
ENSG00000148498	XM_005252528
ENSG00000148498	XM_005252534
ENSG00000148498	XM_005252535
ENSG00000148498	XM_006717471
ENSG00000148498	XM_006717472
ENSG00000148498	XM_006717473
ENSG00000148498	XM_006717474
ENSG00000148498	XM_006717475
ENSG00000148498	XM_006717476
ENSG00000148498	XM_006717477
ENSG00000148498	XM_006717478
ENSG00000148513	NM_052997
ENSG00000148513	XM_006717527
ENSG00000148516	NM_001128128
ENSG00000148516	NM_001174093
ENSG00000148516	NM_001174094
ENSG00000148516	NM_001174095
ENSG00000148516	NM_001174096
ENSG00000148516	NM_030751
ENSG00000148516	XM_005252575
ENSG00000148516	XM_005252576
ENSG00000148516	XM_006717497
ENSG00000148516	XM_006717498
ENSG00000148516	XM_006717499
ENSG00000148516	XR_158862
ENSG00000148516	XR_159196
ENSG00000148516	XR_171848
ENSG00000148541	NM_001001971
ENSG00000148541	NM_001143773
ENSG00000148541	NM_001166698
ENSG00000148541	NM_198215
ENSG00000148541	XM_005269618
ENSG00000148541	XM_005269619
ENSG00000148541	XM_006717702
ENSG00000148541	XM_006717703
ENSG00000148572	NM_001282405
ENSG00000148572	NM_030759
ENSG00000148584	NM_001198818
ENSG00000148584	NM_001198819
ENSG00000148584	NM_001198820
ENSG00000148584	NM_014576
ENSG00000148584	NM_138932
ENSG00000148584	NM_138933
ENSG00000148584	XM_005269718
ENSG00000148584	XM_005269719
ENSG00000148584	XM_005269720
ENSG00000148584	XM_006717808
ENSG00000148584	XM_006717809
ENSG00000148600	NM_001171971
ENSG00000148600	NM_033100
ENSG00000148602	NM_015613
ENSG00000148604	NM_001012720
ENSG00000148604	NM_001012722
ENSG00000148604	NM_002921
ENSG00000148606	NM_007055
ENSG00000148606	XM_006717597
ENSG00000148634	NM_001278185
ENSG00000148634	NM_001278186
ENSG00000148634	NM_001278187
ENSG00000148634	NM_015601
ENSG00000148634	NM_022079
ENSG00000148634	XM_006717751
ENSG00000148634	XM_006717753
ENSG00000148655	NM_032024
ENSG00000148655	XM_005270212
ENSG00000148660	NM_001204492
ENSG00000148660	NM_001222
ENSG00000148660	NM_172169
ENSG00000148660	NM_172170
ENSG00000148660	NM_172171
ENSG00000148660	NM_172173
ENSG00000148671	NM_006829
ENSG00000148672	NM_005271
ENSG00000148677	NM_014391
ENSG00000148680	NM_000872
ENSG00000148680	NM_019859
ENSG00000148680	NM_019860
ENSG00000148688	NM_001104546
ENSG00000148688	NM_006413
ENSG00000148690	NM_145246
ENSG00000148690	XM_005269515
ENSG00000148690	XM_005269516
ENSG00000148700	NM_001121
ENSG00000148700	NM_016824
ENSG00000148700	NM_019903
ENSG00000148700	XM_005269529
ENSG00000148700	XM_005269530
ENSG00000148700	XM_005269531
ENSG00000148700	XM_005269533
ENSG00000148700	XM_005269534
ENSG00000148700	XM_006717626
ENSG00000148700	XM_006717627
ENSG00000148700	XM_006717628
ENSG00000148702	NM_001177660
ENSG00000148702	NM_004132
ENSG00000148704	NM_001112704
ENSG00000148704	NM_199131
ENSG00000148719	NM_001002762
ENSG00000148719	NM_017626
ENSG00000148719	XM_005269932
ENSG00000148730	NM_004096
ENSG00000148734	NM_022146
ENSG00000148735	NM_001193434
ENSG00000148735	NM_001193435
ENSG00000148735	NM_024889
ENSG00000148735	NM_182601
ENSG00000148737	NM_001146274
ENSG00000148737	NM_001146283
ENSG00000148737	NM_001146284
ENSG00000148737	NM_001146285
ENSG00000148737	NM_001146286
ENSG00000148737	NM_001198525
ENSG00000148737	NM_001198526
ENSG00000148737	NM_001198527
ENSG00000148737	NM_001198528
ENSG00000148737	NM_001198529
ENSG00000148737	NM_001198530
ENSG00000148737	NM_001198531
ENSG00000148737	NM_030756
ENSG00000148737	XM_005270080
ENSG00000148737	XM_005270082
ENSG00000148737	XM_005270083
ENSG00000148737	XM_005270084
ENSG00000148737	XM_005270085
ENSG00000148737	XM_005270086
ENSG00000148737	XM_005270088
ENSG00000148737	XM_005270089
ENSG00000148737	XM_005270096
ENSG00000148737	XM_006717955
ENSG00000148737	XM_006717956
ENSG00000148737	XM_006717957
ENSG00000148737	XM_006717958
ENSG00000148773	NM_001145966
ENSG00000148773	NM_002417
ENSG00000148773	XM_006717864
ENSG00000148795	NM_000102
ENSG00000148798	NM_032727
ENSG00000148803	NM_001098483
ENSG00000148803	NM_198472
ENSG00000148814	NM_001143757
ENSG00000148814	NM_001143758
ENSG00000148814	NM_001143759
ENSG00000148814	NM_030626
ENSG00000148814	NR_026559
ENSG00000148824	NM_138384
ENSG00000148826	NM_177400
ENSG00000148832	NM_152911
ENSG00000148832	NM_207127
ENSG00000148832	NM_207128
ENSG00000148834	NM_001191002
ENSG00000148834	NM_001191003
ENSG00000148834	NM_004832
ENSG00000148835	NM_006951
ENSG00000148840	NM_001288727
ENSG00000148840	NM_001288728
ENSG00000148840	NM_015062
ENSG00000148840	XM_005269658
ENSG00000148840	XM_006717731
ENSG00000148841	NM_001272012
ENSG00000148841	NM_001272013
ENSG00000148841	NM_033397
ENSG00000148841	XM_005270257
ENSG00000148842	NM_017649
ENSG00000148842	NM_199076
ENSG00000148842	NM_199077
ENSG00000148842	XM_005269933
ENSG00000148842	XM_006717908
ENSG00000148843	NM_014976
ENSG00000148843	XM_005269647
ENSG00000148848	NM_001288973
ENSG00000148848	NM_001288974
ENSG00000148848	NM_001288975
ENSG00000148848	NM_003474
ENSG00000148848	NM_021641
ENSG00000148908	NM_001005339
ENSG00000148908	NM_002925
ENSG00000148925	NM_001297741
ENSG00000148925	NM_001297742
ENSG00000148925	NM_032320
ENSG00000148925	XM_005253164
ENSG00000148926	NM_001124
ENSG00000148935	NM_001143830
ENSG00000148935	NM_005256
ENSG00000148935	NM_177553
ENSG00000148942	NM_178498
ENSG00000148942	XM_006718155
ENSG00000148942	XM_006718157
ENSG00000148943	NM_018362
ENSG00000148948	NM_001258419
ENSG00000148948	NM_020929
ENSG00000148950	NM_144981
ENSG00000148950	XM_005252811
ENSG00000148950	XM_005252814
ENSG00000148950	XM_006718167
ENSG00000148950	XM_006718168
ENSG00000148950	XR_242781
ENSG00000148965	NM_006512
ENSG00000148985	NM_001145438
ENSG00000148985	NM_001256235
ENSG00000148985	NM_001256236
ENSG00000148985	NM_001256237
ENSG00000148985	NM_001256238
ENSG00000148985	NM_001256239
ENSG00000148985	NM_001256240
ENSG00000148985	NM_001283038
ENSG00000148985	NM_001283039
ENSG00000148985	NM_014489
ENSG00000148985	XM_006718183
ENSG00000148985	XM_006718184
ENSG00000148985	XM_006718185
ENSG00000148985	XM_006718186
ENSG00000148985	XM_006718187
ENSG00000148985	XM_006718188
ENSG00000148985	XM_006718189
ENSG00000148985	XM_006718190
ENSG00000148985	XM_006718192
ENSG00000148985	XM_006718193
ENSG00000149016	NM_022830
ENSG00000149021	NM_003357
ENSG00000149043	NM_001290332
ENSG00000149043	NM_001290333
ENSG00000149043	NM_001290334
ENSG00000149043	NM_138567
ENSG00000149050	NM_013249
ENSG00000149050	XM_005253128
ENSG00000149050	XM_005253129
ENSG00000149050	XM_006718308
ENSG00000149050	XM_006718309
ENSG00000149050	XM_006718310
ENSG00000149054	NM_013250
ENSG00000149084	NM_016142
ENSG00000149089	NM_015957
ENSG00000149090	NM_001001991
ENSG00000149090	NM_001282675
ENSG00000149090	NM_001282676
ENSG00000149090	NM_015430
ENSG00000149091	NM_001105540
ENSG00000149091	NM_001199266
ENSG00000149091	NM_001199267
ENSG00000149091	NM_001199268
ENSG00000149091	NM_003646
ENSG00000149091	NM_201532
ENSG00000149091	NM_201533
ENSG00000149091	XM_005253179
ENSG00000149091	XM_005253180
ENSG00000149091	XM_005253181
ENSG00000149091	XM_005253182
ENSG00000149091	XM_006718354
ENSG00000149091	XM_006718355
ENSG00000149100	NM_006360
ENSG00000149115	NM_033396
ENSG00000149115	XM_005274362
ENSG00000149115	XM_006718725
ENSG00000149115	XM_006718726
ENSG00000149124	NM_005838
ENSG00000149124	NM_201648
ENSG00000149131	NM_000062
ENSG00000149131	NM_001032295
ENSG00000149133	NM_003697
ENSG00000149136	NM_003146
ENSG00000149136	XM_005274194
ENSG00000149150	NM_001198810
ENSG00000149150	NM_003627
ENSG00000149150	XM_005274357
ENSG00000149150	XM_005274358
ENSG00000149177	NM_001098503
ENSG00000149177	NM_002843
ENSG00000149177	XM_006718269
ENSG00000149179	NM_001003676
ENSG00000149179	NM_001003677
ENSG00000149179	NM_001003678
ENSG00000149179	NM_001278222
ENSG00000149179	NM_024113
ENSG00000149182	NM_001242832
ENSG00000149182	NM_032389
ENSG00000149187	NM_001025596
ENSG00000149187	NM_001172639
ENSG00000149187	NM_001172640
ENSG00000149187	NM_006560
ENSG00000149187	NM_198700
ENSG00000149187	XM_005252756
ENSG00000149187	XM_006718122
ENSG00000149187	XM_006718126
ENSG00000149187	XM_006718127
ENSG00000149187	XM_006718128
ENSG00000149187	XM_006718129
ENSG00000149187	XM_006718130
ENSG00000149187	XM_006718131
ENSG00000149196	NM_016401
ENSG00000149196	NR_024596
ENSG00000149196	NR_024598
ENSG00000149196	XM_006718583
ENSG00000149201	NM_001156474
ENSG00000149201	NM_021827
ENSG00000149201	XM_005274161
ENSG00000149201	XM_005274162
ENSG00000149212	NM_001271594
ENSG00000149212	NM_144665
ENSG00000149218	NM_015036
ENSG00000149231	NM_024725
ENSG00000149231	XM_005274292
ENSG00000149231	XM_005274293
ENSG00000149243	NM_001039548
ENSG00000149256	NM_001098816
ENSG00000149256	XM_006718498
ENSG00000149257	NM_001207014
ENSG00000149257	NM_001235
ENSG00000149257	XM_006718727
ENSG00000149257	XM_006718729
ENSG00000149260	NM_004055
ENSG00000149262	NM_033547
ENSG00000149262	XM_005274393
ENSG00000149269	NM_001128620
ENSG00000149269	NM_002576
ENSG00000149269	XM_005274025
ENSG00000149269	XM_006718572
ENSG00000149269	XM_006718573
ENSG00000149269	XM_006718574
ENSG00000149269	XM_006718575
ENSG00000149269	XM_006718576
ENSG00000149273	NM_001005
ENSG00000149273	NM_001256802
ENSG00000149273	NM_001260506
ENSG00000149273	NM_001260507
ENSG00000149289	NM_033390
ENSG00000149289	XM_005271715
ENSG00000149292	NM_017868
ENSG00000149292	XM_005271603
ENSG00000149292	XM_005271606
ENSG00000149292	XM_005271607
ENSG00000149292	XM_006718866
ENSG00000149294	NM_000615
ENSG00000149294	NM_001076682
ENSG00000149294	NM_001242607
ENSG00000149294	NM_001242608
ENSG00000149294	NM_181351
ENSG00000149295	NM_000795
ENSG00000149295	NM_016574
ENSG00000149295	XM_005271425
ENSG00000149295	XM_006718774
ENSG00000149300	NM_080659
ENSG00000149305	NM_006028
ENSG00000149308	NM_002519
ENSG00000149311	NM_000051
