GeneID	HMDB	Pathway
HMDB10343	Ch	Starch and sucrose metabolism:KEGG-hsa00500
HMDB10340	Ch	Metabolic pathways:KEGG-hsa01100
HMDB10340	Ch	Pentose and glucuronate interconversions:KEGG-hsa00040
HMDB10340	Ch	Starch and sucrose metabolism:KEGG-hsa00500
HMDB06763	Ch	Metabolic pathways:KEGG-hsa01100
HMDB06763	Ch	Steroid hormone biosynthesis:KEGG-hsa00140
HMDB07863	Ch	Fat digestion and absorption:KEGG-hsa04975
HMDB07863	Ch	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
HMDB07863	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB07863	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB07863	Ch	GnRH signaling pathway:KEGG-hsa04912
HMDB07863	Ch	Metabolic pathways:KEGG-hsa01100
HMDB07863	Ch	Pancreatic cancer:KEGG-hsa05212
HMDB07863	Ch	Pathways in cancer:KEGG-hsa05200
HMDB07863	Ch	Phosphatidylinositol signaling system:KEGG-hsa04070
HMDB08521	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08521	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08521	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08521	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08521	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB06760	Ch	Steroid hormone biosynthesis:KEGG-hsa00140
HMDB08527	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08527	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08527	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08527	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08527	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB06766	Ch	Metabolic pathways:KEGG-hsa01100
HMDB06766	Ch	Pentose and glucuronate interconversions:KEGG-hsa00040
HMDB06766	Ch	Starch and sucrose metabolism:KEGG-hsa00500
HMDB10348	Ch	Metabolic pathways:KEGG-hsa01100
HMDB10348	Ch	Pentose and glucuronate interconversions:KEGG-hsa00040
HMDB10348	Ch	Starch and sucrose metabolism:KEGG-hsa00500
HMDB06764	Ch	Steroid hormone biosynthesis:KEGG-hsa00140
HMDB09438	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09438	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09438	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09438	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09438	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB01993	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01993	Ch	Primary bile acid biosynthesis:KEGG-hsa00120
HMDB03080	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB03080	Ch	Asthma:KEGG-hsa05310
HMDB03080	Ch	Fc epsilon RI signaling pathway:KEGG-hsa04664
HMDB03080	Ch	Metabolic pathways:KEGG-hsa01100
HMDB04690	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB04693	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB04693	Ch	Metabolic pathways:KEGG-hsa01100
HMDB04692	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB04692	Ch	Metabolic pathways:KEGG-hsa01100
HMDB04694	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB04694	Ch	Metabolic pathways:KEGG-hsa01100
HMDB04696	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB04699	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB04699	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09344	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09344	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09344	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09344	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09344	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09439	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09439	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09439	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09439	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09439	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB01021	Ch	Glyoxylate and dicarboxylate metabolism:KEGG-hsa00630
HMDB01023	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01023	Ch	Steroid biosynthesis:KEGG-hsa00100
HMDB01022	Ch	Citrate cycle (TCA cycle):KEGG-hsa00020
HMDB01022	Ch	Glyoxylate and dicarboxylate metabolism:KEGG-hsa00630
HMDB01022	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01022	Ch	Propanoate metabolism:KEGG-hsa00640
HMDB01022	Ch	Valine, leucine and isoleucine degradation:KEGG-hsa00280
HMDB10207	Ch	Fructose and mannose metabolism:KEGG-hsa00051
HMDB01024	Ch	Glycine, serine and threonine metabolism:KEGG-hsa00260
HMDB01024	Ch	Metabolic pathways:KEGG-hsa01100
HMDB05424	Ch	Fat digestion and absorption:KEGG-hsa04975
HMDB05424	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB05424	Ch	Metabolic pathways:KEGG-hsa01100
HMDB05424	Ch	Vitamin digestion and absorption:KEGG-hsa04977
HMDB04058	Ch	Metabolic pathways:KEGG-hsa01100
HMDB04058	Ch	Tyrosine metabolism:KEGG-hsa00350
HMDB04051	Ch	Lysine degradation:KEGG-hsa00310
HMDB00211	Ch	Ascorbate and aldarate metabolism:KEGG-hsa00053
HMDB00211	Ch	Galactose metabolism:KEGG-hsa00052
HMDB00211	Ch	Inositol phosphate metabolism:KEGG-hsa00562
HMDB00211	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00211	Ch	Phosphatidylinositol signaling system:KEGG-hsa04070
HMDB00210	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00210	Ch	Pantothenate and CoA biosynthesis:KEGG-hsa00770
HMDB00210	Ch	Vitamin digestion and absorption:KEGG-hsa04977
HMDB00210	Ch	beta-Alanine metabolism:KEGG-hsa00410
HMDB00213	Ch	Inositol phosphate metabolism:KEGG-hsa00562
HMDB00213	Ch	Phosphatidylinositol signaling system:KEGG-hsa04070
HMDB00212	Ch	Amoebiasis:KEGG-hsa05146
HMDB00215	Ch	ABC transporters:KEGG-hsa02010
HMDB00215	Ch	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
HMDB00214	Ch	Arginine and proline metabolism:KEGG-hsa00330
HMDB00214	Ch	D-Arginine and D-ornithine metabolism:KEGG-hsa00472
HMDB00214	Ch	Glutathione metabolism:KEGG-hsa00480
HMDB00214	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00217	Ch	Glutathione metabolism:KEGG-hsa00480
HMDB00217	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00217	Ch	Nicotinate and nicotinamide metabolism:KEGG-hsa00760
HMDB00216	Ch	Gap junction:KEGG-hsa04540
HMDB00216	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00216	Ch	Salivary secretion:KEGG-hsa04970
HMDB00216	Ch	Tyrosine metabolism:KEGG-hsa00350
HMDB00216	Ch	Vascular smooth muscle contraction:KEGG-hsa04270
HMDB00218	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00218	Ch	Pyrimidine metabolism:KEGG-hsa00240
HMDB09348	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09348	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09348	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09348	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09348	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09349	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09349	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09349	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09349	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09349	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB05456	Ch	Fat digestion and absorption:KEGG-hsa04975
HMDB05456	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB05456	Ch	Metabolic pathways:KEGG-hsa01100
HMDB05456	Ch	Vitamin digestion and absorption:KEGG-hsa04977
HMDB03882	Ch	Metabolic pathways:KEGG-hsa01100
HMDB03882	Ch	Porphyrin and chlorophyll metabolism:KEGG-hsa00860
HMDB05450	Ch	Fat digestion and absorption:KEGG-hsa04975
HMDB05450	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB05450	Ch	Metabolic pathways:KEGG-hsa01100
HMDB05450	Ch	Vitamin digestion and absorption:KEGG-hsa04977
HMDB05451	Ch	Fat digestion and absorption:KEGG-hsa04975
HMDB05451	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB05451	Ch	Metabolic pathways:KEGG-hsa01100
HMDB05451	Ch	Vitamin digestion and absorption:KEGG-hsa04977
HMDB08239	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08239	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08239	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08239	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08239	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08238	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08238	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08238	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08238	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08238	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB09340	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09340	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09340	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09340	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09340	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09341	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09341	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09341	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09341	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09341	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09342	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09342	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09342	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09342	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09342	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09343	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09343	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09343	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09343	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09343	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB05458	Ch	Fat digestion and absorption:KEGG-hsa04975
HMDB05458	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB05458	Ch	Metabolic pathways:KEGG-hsa01100
HMDB05458	Ch	Vitamin digestion and absorption:KEGG-hsa04977
HMDB09345	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09345	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09345	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09345	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09345	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09346	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09346	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09346	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09346	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09346	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09347	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09347	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09347	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09347	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09347	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09010	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09010	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09010	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09010	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09010	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09011	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09011	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09011	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09011	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09011	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09012	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09012	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09012	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09012	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09012	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB06904	Ch	Metabolic pathways:KEGG-hsa01100
HMDB06904	Ch	Porphyrin and chlorophyll metabolism:KEGG-hsa00860
HMDB06903	Ch	Metabolic pathways:KEGG-hsa01100
HMDB06903	Ch	Porphyrin and chlorophyll metabolism:KEGG-hsa00860
HMDB06902	Ch	Porphyrin and chlorophyll metabolism:KEGG-hsa00860
HMDB06901	Ch	Porphyrin and chlorophyll metabolism:KEGG-hsa00860
HMDB06900	Ch	Metabolic pathways:KEGG-hsa01100
HMDB06900	Ch	Valine, leucine and isoleucine biosynthesis:KEGG-hsa00290
HMDB09018	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09018	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09018	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09018	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09018	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09019	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09019	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09019	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09019	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09019	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB06821	Ch	Folate biosynthesis:KEGG-hsa00790
HMDB06821	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08839	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08839	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08839	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08839	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08839	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08838	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08838	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08838	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08838	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08838	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB05426	Ch	Fat digestion and absorption:KEGG-hsa04975
HMDB05426	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB05426	Ch	Metabolic pathways:KEGG-hsa01100
HMDB05426	Ch	Vitamin digestion and absorption:KEGG-hsa04977
HMDB09446	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09446	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09446	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09446	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09446	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08831	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08831	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08831	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08831	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08831	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08830	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08830	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08830	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08830	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08830	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08833	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08833	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08833	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08833	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08833	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08832	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08832	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08832	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08832	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08832	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08835	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08835	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08835	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08835	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08835	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08834	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08834	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08834	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08834	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08834	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08837	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08837	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08837	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08837	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08837	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08836	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08836	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08836	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08836	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08836	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB01335	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB01335	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01335	Ch	Neuroactive ligand-receptor interaction:KEGG-hsa04080
HMDB01335	Ch	VEGF signaling pathway:KEGG-hsa04370
HMDB01335	Ch	Vascular smooth muscle contraction:KEGG-hsa04270
HMDB09591	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09591	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09591	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09591	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09591	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB01337	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB01337	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01336	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01336	Ch	Tyrosine metabolism:KEGG-hsa00350
HMDB01330	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01330	Ch	Tryptophan metabolism:KEGG-hsa00380
HMDB01333	Ch	ABC transporters:KEGG-hsa02010
HMDB01333	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01339	Ch	Fatty acid metabolism:KEGG-hsa00071
HMDB01339	Ch	Lysine degradation:KEGG-hsa00310
HMDB01339	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01339	Ch	Tryptophan metabolism:KEGG-hsa00380
HMDB01338	Ch	Biosynthesis of unsaturated fatty acids:KEGG-hsa01040
HMDB01338	Ch	Fatty acid elongation in mitochondria:KEGG-hsa00062
HMDB01338	Ch	Fatty acid metabolism:KEGG-hsa00071
HMDB01338	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB01338	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01338	Ch	Sphingolipid metabolism:KEGG-hsa00600
HMDB06833	Ch	Butanoate metabolism:KEGG-hsa00650
HMDB06833	Ch	Pantothenate and CoA biosynthesis:KEGG-hsa00770
HMDB06832	Ch	Lysine degradation:KEGG-hsa00310
HMDB06832	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09128	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09128	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09128	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09128	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09128	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB06836	Ch	Steroid biosynthesis:KEGG-hsa00100
HMDB06834	Ch	Pantothenate and CoA biosynthesis:KEGG-hsa00770
HMDB09124	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09124	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09124	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09124	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09124	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09125	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09125	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09125	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09125	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09125	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB06839	Ch	Steroid biosynthesis:KEGG-hsa00100
HMDB09127	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09127	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09127	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09127	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09127	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09120	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09120	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09120	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09120	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09120	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09121	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09121	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09121	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09121	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09121	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09122	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09122	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09122	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09122	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09122	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09123	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09123	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09123	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09123	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09123	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB04369	Ch	Tryptophan metabolism:KEGG-hsa00380
HMDB06823	Ch	Folate biosynthesis:KEGG-hsa00790
HMDB06823	Ch	Metabolic pathways:KEGG-hsa01100
HMDB03665	Ch	Histidine metabolism:KEGG-hsa00340
HMDB03665	Ch	Metabolic pathways:KEGG-hsa01100
HMDB03661	Ch	Metabolic pathways:KEGG-hsa01100
HMDB05382	Ch	Fat digestion and absorption:KEGG-hsa04975
HMDB05382	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB05382	Ch	Metabolic pathways:KEGG-hsa01100
HMDB05382	Ch	Vitamin digestion and absorption:KEGG-hsa04977
HMDB05428	Ch	Fat digestion and absorption:KEGG-hsa04975
HMDB05428	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB05428	Ch	Metabolic pathways:KEGG-hsa01100
HMDB05428	Ch	Vitamin digestion and absorption:KEGG-hsa04977
HMDB09656	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09656	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09656	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09656	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09656	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09657	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09657	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09657	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09657	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09657	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09654	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09654	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09654	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09654	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09654	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09655	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09655	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09655	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09655	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09655	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09652	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
