Ontology-ID	Ontology-term	Ontology-name	Ontology-type	elite_term_in	number_changed.blue_Module-GO_z-score_elite	number_measured.blue_Module-GO_z-score_elite	 z_score.blue_Module-GO_z-score_elite	permuteP.blue_Module-GO_z-score_elite	number_changed.brown_Module-GO_z-score_elite	number_measured.brown_Module-GO_z-score_elite	 z_score.brown_Module-GO_z-score_elite	permuteP.brown_Module-GO_z-score_elite	number_changed.greenyellow_Module-GO_z-score_elite	number_measured.greenyellow_Module-GO_z-score_elite	 z_score.greenyellow_Module-GO_z-score_elite	permuteP.greenyellow_Module-GO_z-score_elite	number_changed.grey_Module-GO_z-score_elite	number_measured.grey_Module-GO_z-score_elite	 z_score.grey_Module-GO_z-score_elite	permuteP.grey_Module-GO_z-score_elite	number_changed.magenta_Module-GO_z-score_elite	number_measured.magenta_Module-GO_z-score_elite	 z_score.magenta_Module-GO_z-score_elite	permuteP.magenta_Module-GO_z-score_elite	number_changed.purple_Module-GO_z-score_elite	number_measured.purple_Module-GO_z-score_elite	 z_score.purple_Module-GO_z-score_elite	permuteP.purple_Module-GO_z-score_elite	number_changed.salmon_Module-GO_z-score_elite	number_measured.salmon_Module-GO_z-score_elite	 z_score.salmon_Module-GO_z-score_elite	permuteP.salmon_Module-GO_z-score_elite	number_changed.tan_Module-GO_z-score_elite	number_measured.tan_Module-GO_z-score_elite	 z_score.tan_Module-GO_z-score_elite	permuteP.tan_Module-GO_z-score_elite	number_changed.yellow_Module-GO_z-score_elite	number_measured.yellow_Module-GO_z-score_elite	 z_score.yellow_Module-GO_z-score_elite	permuteP.yellow_Module-GO_z-score_elite
GO:0006470	protein dephosphorylation	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	26	-1.85055141252	0.1265	19	26	3.01557709969	0.0025	2	26	1.06463682445	0.2505	0	26	-1.66668362439	0.1715	1	26	-0.176026577812	0.717	1	26	-1.10183792019	0.302	0	26	-0.848390555518	0.6335	0	26	-0.93886403062	0.632	3	26	0.182693560675	0.9355
GO:0061564	axon development	GeneOntology	biological_process	magenta_Module-GO_z-score_elite	2	9	1.01200571678	0.2735	1	9	-1.98883206888	0.081	0	9	-0.593766960829	1.0	0	9	-0.975741156511	0.6055	4	9	5.74798379966	0.0	0	9	-1.0240414692	0.617	0	9	-0.496680695546	1.0	0	9	-0.549647372567	1.0	2	9	1.15711233362	0.2285
GO:0034976	response to endoplasmic reticulum stress	GeneOntology	biological_process	purple_Module-GO_z-score_elite	3	29	-0.194900269689	0.97	10	29	-1.03429026556	0.3385	0	29	-1.07208467331	0.42	3	29	0.15132391286	0.9535	0	29	-1.18690873976	0.3975	11	29	4.89942462038	0.0	0	29	-0.896789138417	0.613	0	29	-0.992423901508	0.623	2	29	-0.630718028545	0.547
GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	GeneOntology	biological_process	brown_Module-GO_z-score_elite	3	29	-0.194900269689	0.973	21	29	3.11506710219	0.0015	0	29	-1.07208467331	0.431	0	29	-1.76176380301	0.0985	0	29	-1.18690873976	0.3935	1	29	-1.23548243753	0.1965	0	29	-0.896789138417	0.6205	1	29	0.0659986338442	0.6095	3	29	-0.018727201968	0.9615
GO:0042060	wound healing	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	4	15	1.85074642126	0.0855	2	15	-2.39793588507	0.0125	0	15	-0.767888023855	0.662	3	15	1.38729821751	0.1685	0	15	-0.850131551513	0.6445	1	15	-0.474800320155	0.5265	0	15	-0.64233139085	1.0	0	15	-0.71083044794	1.0	5	15	2.90887078212	0.0165
GO:0097305	response to alcohol	GeneOntology	biological_process	blue_Module-GO_z-score_elite|yellow_Module-GO_z-score_elite	10	44	2.36709134531	0.0195	5	44	-4.40865174564	0.0	3	44	1.083388783	0.2325	5	44	0.420327243677	0.79	3	44	0.726631881662	0.595	3	44	-0.786793868469	0.4575	2	44	0.789388446307	0.322	3	44	1.3613996948	0.196	10	44	2.69575861227	0.0155
GO:0007006	mitochondrial membrane organization	GeneOntology	biological_process	grey_Module-GO_z-score_elite	1	14	-0.511936307452	0.511	4	14	-1.16282361658	0.2865	1	14	0.669915884662	0.4215	5	14	3.35019581131	0.0075	1	14	0.464726349402	0.5085	2	14	0.479140431484	0.4185	0	14	-0.620370449666	1.0	0	14	-0.686527563353	1.0	0	14	-1.28302276002	0.3785
GO:0042044	fluid transport	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	0	9	-1.08338448222	0.412	5	9	0.703884087697	0.5165	0	9	-0.593766960829	1.0	0	9	-0.975741156511	0.603	0	9	-0.657361505799	1.0	0	9	-1.0240414692	0.5915	0	9	-0.496680695546	1.0	0	9	-0.549647372567	1.0	4	9	3.34143774161	0.013
GO:0045639	positive regulation of myeloid cell differentiation	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	0	6	-0.88381063712	0.6305	1	6	-1.34787747484	0.215	0	6	-0.484387181616	1.0	0	6	-0.795996645098	0.652	1	6	1.4232565191	0.2435	0	6	-0.835399397153	0.621	1	6	2.13750031326	0.1505	0	6	-0.448395008892	1.0	3	6	3.17138632067	0.022
GO:0042219	cellular modified amino acid catabolic process	GeneOntology	biological_process	grey_Module-GO_z-score_elite	0	8	-1.02112840552	0.599	0	8	-2.50904014487	0.009	0	8	-0.559646478153	1.0	3	8	2.70048772617	0.03	0	8	-0.619586598555	1.0	2	8	1.35663590452	0.213	1	8	1.73516819665	0.191	1	8	1.48480326129	0.247	1	8	0.189892609851	0.579
GO:0006959	humoral immune response	GeneOntology	biological_process	magenta_Module-GO_z-score_elite	1	14	-0.511936307452	0.535	6	14	-0.0817659118476	0.999	0	14	-0.741634373531	0.686	0	14	-1.21873264947	0.3735	3	14	3.03631113268	0.021	1	14	-0.399960444925	0.789	0	14	-0.620370449666	1.0	1	14	0.830137920993	0.388	2	14	0.470880492038	0.443
GO:1903047	mitotic cell cycle process	GeneOntology	biological_process	brown_Module-GO_z-score_elite	13	114	-0.0298166024872	1.0	73	114	4.47196565073	0.0	2	114	-1.16128670037	0.2835	4	114	-2.26370550678	0.034	4	114	-0.557060571558	0.6485	1	114	-3.44354125306	0.0005	0	114	-1.8241553937	0.061	12	114	4.55342639887	0.0	5	114	-2.18927802132	0.032
GO:0046033	AMP metabolic process	GeneOntology	biological_process	grey_Module-GO_z-score_elite	0	7	-0.954901256969	0.6095	1	7	-1.58344110821	0.1185	0	7	-0.523349583223	1.0	3	7	3.00896644271	0.0255	0	7	-0.579402177594	1.0	0	7	-0.902595987091	0.63	0	7	-0.437777195697	1.0	1	7	1.65607019837	0.215	2	7	1.56996450919	0.1415
GO:0016071	mRNA metabolic process	GeneOntology	biological_process	tan_Module-GO_z-score_elite	32	104	6.357506622	0.0	33	104	-2.58635686751	0.017	3	104	-0.480415415464	0.775	11	104	0.376226450925	0.7315	2	104	-1.32963097408	0.223	4	104	-2.25584898777	0.0245	1	104	-1.10810647426	0.292	15	104	6.65239445745	0.0	3	104	-2.60070805369	0.014
GO:0031960	response to corticosteroid	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	1	20	-0.915124846891	0.404	3	20	-2.62192805493	0.012	2	20	1.47813613536	0.184	4	20	1.60425153674	0.124	1	20	0.0945747651352	0.606	1	20	-0.7946509681	0.388	1	20	0.655586473282	0.411	0	20	-0.821994019796	0.6375	7	20	3.60877429875	0.0045
GO:0042493	response to drug	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	9	70	0.366160012958	0.837	24	70	-1.6605125207	0.0925	2	70	-0.402429075747	0.713	7	70	0.137695398183	0.9995	1	70	-1.28200285449	0.219	11	70	1.48900532852	0.1495	0	70	-1.41036712081	0.2635	2	70	-0.181559018467	0.9265	14	70	2.66546118792	0.013
GO:0008238	exopeptidase activity	GeneOntology	molecular_function	grey_Module-GO_z-score_elite	4	37	-0.130844195708	0.9905	13	37	-1.09022710966	0.321	4	37	2.28278457936	0.045	10	37	3.664254486	0.0025	2	37	0.248719658829	0.824	2	37	-1.00458682988	0.4225	0	37	-1.01534743353	0.6195	0	37	-1.12362540781	0.4225	2	37	-1.01373242722	0.404
GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	15	-1.4010849778	0.249	12	15	2.82558939847	0.0075	0	15	-0.767888023855	0.679	0	15	-1.26187544592	0.3975	2	15	1.63497873916	0.142	1	15	-0.474800320155	0.527	0	15	-0.64233139085	1.0	0	15	-0.71083044794	1.0	0	15	-1.32844140849	0.235
GO:0072524	pyridine-containing compound metabolic process	GeneOntology	biological_process	greenyellow_Module-GO_z-score_elite	4	31	0.248977264166	0.981	14	31	0.138477417742	1.0	4	31	2.70419382105	0.029	2	31	-0.588282776035	0.7285	0	31	-1.22787552546	0.39	1	31	-1.31907194204	0.197	1	31	0.199080744275	0.565	3	31	2.04625902727	0.092	2	31	-0.734179727347	0.562
GO:0030140	trans-Golgi network transport vesicle	GeneOntology	cellular_component	purple_Module-GO_z-score_elite	1	7	0.232384440856	0.5965	1	7	-1.58344110821	0.1265	0	7	-0.523349583223	1.0	0	7	-0.860023816215	0.621	0	7	-0.579402177594	1.0	3	7	2.81953794063	0.0275	0	7	-0.437777195697	1.0	0	7	-0.484462326687	1.0	2	7	1.56996450919	0.1675
GO:0018279	protein N-linked glycosylation via asparagine	GeneOntology	biological_process	purple_Module-GO_z-score_elite	2	16	0.127288836437	0.8605	2	16	-2.54475410883	0.009	1	16	0.527851204706	0.4705	1	16	-0.448372820924	0.536	0	16	-0.878267884727	0.6365	10	16	6.85985574489	0.0	0	16	-0.663590277212	1.0	0	16	-0.734356409665	0.68	0	16	-1.37240809818	0.2655
GO:0031099	regeneration	GeneOntology	biological_process	salmon_Module-GO_z-score_elite|yellow_Module-GO_z-score_elite	5	19	2.03716522699	0.063	3	19	-2.48509372471	0.019	0	19	-0.865237893549	0.6405	0	19	-1.42185112781	0.236	3	19	2.35807450211	0.051	0	19	-1.49223439863	0.246	3	19	3.57906934952	0.014	0	19	-0.800946779139	0.6495	5	19	2.27248779208	0.0425
GO:0065009	regulation of molecular function	GeneOntology	biological_process	brown_Module-GO_z-score_elite	33	353	-1.4133647493	0.1585	191	353	4.31341096491	0.0	13	353	-0.0777162545538	1.0	22	353	-2.36202019942	0.0185	13	353	-0.88630709949	0.3875	24	353	-2.47894292371	0.015	4	353	-1.99352197872	0.053	13	353	0.534890341464	0.5955	40	353	0.606290603386	0.5785
GO:0038093	Fc receptor signaling pathway	GeneOntology	biological_process	brown_Module-GO_z-score_elite	4	54	-0.955419243198	0.4035	38	54	3.97500184463	0.0	0	54	-1.47379919174	0.179	5	54	-0.06795465534	0.995	1	54	-0.969197563986	0.44	4	54	-0.73011114636	0.5145	0	54	-1.2328197019	0.437	0	54	-1.36428920245	0.275	2	54	-1.64603796848	0.1105
GO:0019843	rRNA binding	GeneOntology	molecular_function	blue_Module-GO_z-score_elite	5	9	4.15509101529	0.002	0	9	-2.66201110803	0.0155	1	9	1.16418923773	0.2915	3	9	2.43836729415	0.0555	0	9	-0.657361505799	1.0	0	9	-1.0240414692	0.6085	0	9	-0.496680695546	1.0	0	9	-0.549647372567	1.0	0	9	-1.02721307437	0.612
GO:0014074	response to purine-containing compound	GeneOntology	biological_process	grey_Module-GO_z-score_elite	1	20	-0.915124846891	0.419	6	20	-1.26283605838	0.254	1	20	0.29508078118	0.5495	6	20	3.13598453654	0.009	0	20	-0.983079795484	0.6395	2	20	-0.0578546743371	0.9025	0	20	-0.742782703718	0.68	0	20	-0.821994019796	0.6455	4	20	1.40378943794	0.148
GO:0051238	sequestering of metal ion	GeneOntology	biological_process	blue_Module-GO_z-score_elite|purple_Module-GO_z-score_elite	3	7	2.60695583651	0.0385	0	7	-2.34631176174	0.019	0	7	-0.523349583223	1.0	0	7	-0.860023816215	0.6345	1	7	1.2352896336	0.2885	3	7	2.81953794063	0.0215	0	7	-0.437777195697	1.0	0	7	-0.484462326687	1.0	0	7	-0.905391457961	0.6215
GO:0035091	phosphatidylinositol binding	GeneOntology	molecular_function	brown_Module-GO_z-score_elite	1	28	-1.32424496938	0.199	19	28	2.57034114881	0.0095	1	28	-0.0509205301947	0.652	1	28	-1.08182108474	0.303	0	28	-1.16592300967	0.3855	2	28	-0.567948327794	0.6995	1	28	0.303675665689	0.546	0	28	-0.974876857294	0.63	3	28	0.0460150084758	0.9565
GO:0016072	rRNA metabolic process	GeneOntology	biological_process	blue_Module-GO_z-score_elite	7	12	5.10477538006	0.0	0	12	-3.07650515365	0.001	0	12	-0.686220695904	1.0	3	12	1.83161105953	0.1045	0	12	-0.759717363426	0.661	1	12	-0.234506748691	0.7165	0	12	-0.574017409227	1.0	1	12	1.00200187008	0.3475	0	12	-1.18715744937	0.3865
GO:0046872	metal ion binding	GeneOntology	molecular_function	salmon_Module-GO_z-score_elite|yellow_Module-GO_z-score_elite	32	391	-2.32865552895	0.0235	141	391	-3.56523935827	0.001	18	391	1.0055858725	0.362	47	391	1.90841680274	0.066	18	391	0.045632860206	1.0	55	391	2.70466842707	0.006	19	391	3.07868390305	0.005	9	391	-1.18305907239	0.253	52	391	2.09218625347	0.0355
GO:0005929	cilium	GeneOntology	cellular_component	yellow_Module-GO_z-score_elite	3	18	0.692170024149	0.595	7	18	-0.433720207899	0.8195	0	18	-0.841915017246	0.637	0	18	-1.3835244916	0.242	0	18	-0.932087098143	0.6255	1	18	-0.675812317591	0.5625	0	18	-0.704254301675	1.0	2	18	1.8989092691	0.1215	5	18	2.4149951678	0.0275
GO:0044297	cell body	GeneOntology	cellular_component	brown_Module-GO_z-score_elite	8	97	-1.03029963969	0.332	53	97	2.18508017824	0.032	1	97	-1.45137791878	0.1525	9	97	-0.0856768267444	1.0	7	97	1.28969209863	0.207	8	97	-0.712371374312	0.4935	1	97	-1.02413859826	0.2855	0	97	-1.85239043126	0.082	10	97	-0.0467312015771	1.0
GO:0015701	bicarbonate transport	GeneOntology	biological_process	grey_Module-GO_z-score_elite	2	8	1.20072385373	0.216	1	8	-1.79523306029	0.082	0	8	-0.559646478153	1.0	3	8	2.70048772617	0.026	1	8	1.07839439622	0.3225	1	8	0.195720199664	0.58	0	8	-0.468139220211	1.0	0	8	-0.518062197085	1.0	0	8	-0.968184855861	0.6085
GO:0005758	mitochondrial intermembrane space	GeneOntology	cellular_component	purple_Module-GO_z-score_elite	1	14	-0.511936307452	0.546	2	14	-2.24388132131	0.0335	0	14	-0.741634373531	0.656	2	14	0.608838734843	0.3995	0	14	-0.821066042235	0.6605	5	14	3.11644306071	0.0065	1	14	1.048079269	0.321	0	14	-0.686527563353	1.0	3	14	1.34783211807	0.1675
GO:2000351	regulation of endothelial cell apoptotic process	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	0	6	-0.88381063712	0.627	3	6	0.299634018755	0.9655	0	6	-0.484387181616	1.0	0	6	-0.795996645098	0.668	0	6	-0.536266764747	1.0	0	6	-0.835399397153	0.634	0	6	-0.405185498942	1.0	0	6	-0.448395008892	1.0	3	6	3.17138632067	0.0155
GO:0017157	regulation of exocytosis	GeneOntology	biological_process	brown_Module-GO_z-score_elite	2	32	-0.937881739996	0.401	25	32	3.93197290802	0.0005	0	32	-1.12716615738	0.392	0	32	-1.85227956849	0.0675	2	32	0.462035090417	0.4265	0	32	-1.94396954359	0.068	0	32	-0.942864301954	0.642	0	32	-1.04341258056	0.4285	3	32	-0.200655079174	0.9705
GO:0006636	unsaturated fatty acid biosynthetic process	GeneOntology	biological_process	grey_Module-GO_z-score_elite	0	7	-0.954901256969	0.6055	1	7	-1.58344110821	0.133	0	7	-0.523349583223	1.0	3	7	3.00896644271	0.027	2	7	3.0499814448	0.0315	0	7	-0.902595987091	0.623	0	7	-0.437777195697	1.0	0	7	-0.484462326687	1.0	1	7	0.332286525613	0.537
GO:0006096	glycolytic process	GeneOntology	biological_process	greenyellow_Module-GO_z-score_elite	2	22	-0.354966786094	0.6995	8	22	-0.720167505443	0.5065	4	22	3.58277384904	0.009	0	22	-1.5313317709	0.1765	0	22	-1.03166557245	0.433	2	22	-0.201297649515	0.905	1	22	0.554579655674	0.4485	4	22	3.98821073653	0.008	1	22	-0.91091209808	0.4265
GO:0031225	anchored component of membrane	GeneOntology	cellular_component	magenta_Module-GO_z-score_elite	0	29	-1.9561207937	0.08	7	29	-2.16593318404	0.033	1	29	-0.087018013271	0.679	3	29	0.15132391286	0.955	8	29	5.9915318967	0.0	4	29	0.604989679845	0.7385	2	29	1.43190469627	0.178	0	29	-0.992423901508	0.599	4	29	0.593263624609	0.722
GO:0018212	peptidyl-tyrosine modification	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	15	-1.4010849778	0.239	11	15	2.30323687011	0.031	0	15	-0.767888023855	0.6755	2	15	0.504240329702	0.4345	0	15	-0.850131551513	0.635	2	15	0.37473909566	0.8045	0	15	-0.64233139085	1.0	0	15	-0.71083044794	1.0	0	15	-1.32844140849	0.2415
